PERMNO,date,TICKER,COMNAM,RET,RETX,sprtrn
10107,2013-02-28,MSFT,MICROSOFT CORP,-0.000360,-0.000360,-0.000864
10107,2013-03-01,MSFT,MICROSOFT CORP,0.005396,0.005396,0.002324
10107,2013-03-04,MSFT,MICROSOFT CORP,0.007156,0.007156,0.004611
10107,2013-03-05,MSFT,MICROSOFT CORP,0.007105,0.007105,0.009566
10107,2013-03-06,MSFT,MICROSOFT CORP,-0.009171,-0.009171,0.001085
10107,2013-03-07,MSFT,MICROSOFT CORP,0.001780,0.001780,0.001816
10107,2013-03-08,MSFT,MICROSOFT CORP,-0.004975,-0.004975,0.004481
10107,2013-03-11,MSFT,MICROSOFT CORP,-0.004643,-0.004643,0.003249
10107,2013-03-12,MSFT,MICROSOFT CORP,0.001435,0.001435,-0.002403
10107,2013-03-13,MSFT,MICROSOFT CORP,0.000179,0.000179,0.001314
10107,2013-03-14,MSFT,MICROSOFT CORP,0.007881,0.007881,0.005603
10107,2013-03-15,MSFT,MICROSOFT CORP,-0.003554,-0.003554,-0.001618
10107,2013-03-18,MSFT,MICROSOFT CORP,0.002319,0.002319,-0.005510
10107,2013-03-19,MSFT,MICROSOFT CORP,0.002847,0.002847,-0.002423
10107,2013-03-20,MSFT,MICROSOFT CORP,0.004791,0.004791,0.006697
10107,2013-03-21,MSFT,MICROSOFT CORP,-0.007240,-0.007240,-0.008282
10107,2013-03-22,MSFT,MICROSOFT CORP,0.004980,0.004980,0.007174
10107,2013-03-25,MSFT,MICROSOFT CORP,-0.003186,-0.003186,-0.003340
10107,2013-03-26,MSFT,MICROSOFT CORP,-0.000178,-0.000178,0.007785
10107,2013-03-27,MSFT,MICROSOFT CORP,0.007636,0.007636,-0.000588
10107,2013-03-28,MSFT,MICROSOFT CORP,0.008283,0.008283,0.004057
10107,2013-04-01,MSFT,MICROSOFT CORP,0.000175,0.000175,-0.004474
10107,2013-04-02,MSFT,MICROSOFT CORP,0.006641,0.006641,0.005172
10107,2013-04-03,MSFT,MICROSOFT CORP,-0.008333,-0.008333,-0.010546
10107,2013-04-04,MSFT,MICROSOFT CORP,0.001225,0.001225,0.004048
10107,2013-04-05,MSFT,MICROSOFT CORP,0.003672,0.003672,-0.004295
10107,2013-04-08,MSFT,MICROSOFT CORP,-0.003833,-0.003833,0.006303
10107,2013-04-09,MSFT,MICROSOFT CORP,0.035677,0.035677,0.003544
10107,2013-04-10,MSFT,MICROSOFT CORP,0.022627,0.022627,0.012189
10107,2013-04-11,MSFT,MICROSOFT CORP,-0.044419,-0.044419,0.003552
10107,2013-04-12,MSFT,MICROSOFT CORP,-0.005011,-0.005011,-0.002837
10107,2013-04-15,MSFT,MICROSOFT CORP,-0.003473,-0.003473,-0.022966
10107,2013-04-16,MSFT,MICROSOFT CORP,0.009759,0.009759,0.014307
10107,2013-04-17,MSFT,MICROSOFT CORP,-0.005005,-0.005005,-0.014328
10107,2013-04-18,MSFT,MICROSOFT CORP,-0.001214,-0.001214,-0.006701
10107,2013-04-19,MSFT,MICROSOFT CORP,0.033866,0.033866,0.008848
10107,2013-04-22,MSFT,MICROSOFT CORP,0.035780,0.035780,0.004662
10107,2013-04-23,MSFT,MICROSOFT CORP,-0.007460,-0.007460,0.010419
10107,2013-04-24,MSFT,MICROSOFT CORP,0.037908,0.037908,0.000006
10107,2013-04-25,MSFT,MICROSOFT CORP,0.005668,0.005668,0.004035
10107,2013-04-26,MSFT,MICROSOFT CORP,-0.004696,-0.004696,-0.001842
10107,2013-04-29,MSFT,MICROSOFT CORP,0.025794,0.025794,0.007186
10107,2013-04-30,MSFT,MICROSOFT CORP,0.015026,0.015026,0.002485
10107,2013-05-01,MSFT,MICROSOFT CORP,-0.011480,-0.011480,-0.009308
10107,2013-05-02,MSFT,MICROSOFT CORP,0.013447,0.013447,0.009408
10107,2013-05-03,MSFT,MICROSOFT CORP,0.009952,0.009952,0.010535
10107,2013-05-06,MSFT,MICROSOFT CORP,0.007763,0.007763,0.001908
10107,2013-05-07,MSFT,MICROSOFT CORP,-0.013037,-0.013037,0.005230
10107,2013-05-08,MSFT,MICROSOFT CORP,-0.009607,-0.009607,0.004139
10107,2013-05-09,MSFT,MICROSOFT CORP,-0.010003,-0.010003,-0.003687
10107,2013-05-10,MSFT,MICROSOFT CORP,0.000919,0.000919,0.004322
10107,2013-05-13,MSFT,MICROSOFT CORP,0.010401,0.010401,0.000043
10107,2013-05-14,MSFT,MICROSOFT CORP,0.022101,0.015138,0.010142
10107,2013-05-15,MSFT,MICROSOFT CORP,0.009395,0.009395,0.005114
10107,2013-05-16,MSFT,MICROSOFT CORP,0.006943,0.006943,-0.005010
10107,2013-05-17,MSFT,MICROSOFT CORP,0.023181,0.023181,0.010300
10107,2013-05-20,MSFT,MICROSOFT CORP,0.006022,0.006022,-0.000708
10107,2013-05-21,MSFT,MICROSOFT CORP,-0.006557,-0.006557,0.001722
10107,2013-05-22,MSFT,MICROSOFT CORP,-0.006887,-0.006887,-0.008274
10107,2013-05-23,MSFT,MICROSOFT CORP,-0.013291,-0.013291,-0.002924
10107,2013-05-24,MSFT,MICROSOFT CORP,0.003485,0.003485,-0.000551
10107,2013-05-28,MSFT,MICROSOFT CORP,0.021915,0.021915,0.006341
10107,2013-05-29,MSFT,MICROSOFT CORP,-0.003998,-0.003998,-0.007048
10107,2013-05-30,MSFT,MICROSOFT CORP,0.004300,0.004300,0.003670
10107,2013-05-31,MSFT,MICROSOFT CORP,-0.003711,-0.003711,-0.014307
10107,2013-06-03,MSFT,MICROSOFT CORP,0.019771,0.019771,0.005936
10107,2013-06-04,MSFT,MICROSOFT CORP,-0.016859,-0.016859,-0.005511
10107,2013-06-05,MSFT,MICROSOFT CORP,-0.006002,-0.006002,-0.013780
10107,2013-06-06,MSFT,MICROSOFT CORP,0.005175,0.005175,0.008490
10107,2013-06-07,MSFT,MICROSOFT CORP,0.020309,0.020309,0.012832
10107,2013-06-10,MSFT,MICROSOFT CORP,-0.005607,-0.005607,-0.000347
10107,2013-06-11,MSFT,MICROSOFT CORP,-0.017762,-0.017762,-0.010153
10107,2013-06-12,MSFT,MICROSOFT CORP,0.004592,0.004592,-0.008370
10107,2013-06-13,MSFT,MICROSOFT CORP,-0.008143,-0.008143,0.014784
10107,2013-06-14,MSFT,MICROSOFT CORP,-0.009074,-0.009074,-0.005885
10107,2013-06-17,MSFT,MICROSOFT CORP,0.017442,0.017442,0.007567
10107,2013-06-18,MSFT,MICROSOFT CORP,-0.000571,-0.000571,0.007791
10107,2013-06-19,MSFT,MICROSOFT CORP,-0.011149,-0.011149,-0.013851
10107,2013-06-20,MSFT,MICROSOFT CORP,-0.031801,-0.031801,-0.025010
10107,2013-06-21,MSFT,MICROSOFT CORP,-0.006718,-0.006718,0.002670
10107,2013-06-24,MSFT,MICROSOFT CORP,0.013528,0.013528,-0.012145
10107,2013-06-25,MSFT,MICROSOFT CORP,-0.001335,-0.001335,0.009497
10107,2013-06-26,MSFT,MICROSOFT CORP,0.020196,0.020196,0.009590
10107,2013-06-27,MSFT,MICROSOFT CORP,0.007860,0.007860,0.006200
10107,2013-06-28,MSFT,MICROSOFT CORP,-0.002166,-0.002166,-0.004290
10107,2013-07-01,MSFT,MICROSOFT CORP,-0.005355,-0.005355,0.005404
10107,2013-07-02,MSFT,MICROSOFT CORP,-0.012224,-0.012224,-0.000545
10107,2013-07-03,MSFT,MICROSOFT CORP,0.002062,0.002062,0.000824
10107,2013-07-05,MSFT,MICROSOFT CORP,0.005881,0.005881,0.010202
10107,2013-07-08,MSFT,MICROSOFT CORP,0.003362,0.003362,0.005252
10107,2013-07-09,MSFT,MICROSOFT CORP,0.000728,0.000728,0.007230
10107,2013-07-10,MSFT,MICROSOFT CORP,0.010189,0.010189,0.000182
10107,2013-07-11,MSFT,MICROSOFT CORP,0.028386,0.028386,0.013554
10107,2013-07-12,MSFT,MICROSOFT CORP,-0.000420,-0.000420,0.003087
10107,2013-07-15,MSFT,MICROSOFT CORP,0.014017,0.014017,0.001375
10107,2013-07-16,MSFT,MICROSOFT CORP,0.002765,0.002765,-0.003709
10107,2013-07-17,MSFT,MICROSOFT CORP,-0.014613,-0.014613,0.002774
10107,2013-07-18,MSFT,MICROSOFT CORP,-0.008394,-0.008394,0.005033
10107,2013-07-19,MSFT,MICROSOFT CORP,-0.113995,-0.113995,0.001610
10107,2013-07-22,MSFT,MICROSOFT CORP,0.019427,0.019427,0.002033
10107,2013-07-23,MSFT,MICROSOFT CORP,-0.005936,-0.005936,-0.001852
10107,2013-07-24,MSFT,MICROSOFT CORP,0.004400,0.004400,-0.003811
10107,2013-07-25,MSFT,MICROSOFT CORP,-0.017835,-0.017835,0.002556
10107,2013-07-26,MSFT,MICROSOFT CORP,0.007327,0.007327,0.000828
10107,2013-07-29,MSFT,MICROSOFT CORP,-0.002530,-0.002530,-0.003736
10107,2013-07-30,MSFT,MICROSOFT CORP,0.009829,0.009829,0.000374
10107,2013-07-31,MSFT,MICROSOFT CORP,-0.000314,-0.000314,-0.000136
10107,2013-08-01,MSFT,MICROSOFT CORP,-0.005339,-0.005339,0.012541
10107,2013-08-02,MSFT,MICROSOFT CORP,0.006947,0.006947,0.001640
10107,2013-08-05,MSFT,MICROSOFT CORP,-0.005958,-0.005958,-0.001480
10107,2013-08-06,MSFT,MICROSOFT CORP,-0.003786,-0.003786,-0.005723
10107,2013-08-07,MSFT,MICROSOFT CORP,0.015294,0.015294,-0.003806
10107,2013-08-08,MSFT,MICROSOFT CORP,0.025793,0.025793,0.003885
10107,2013-08-09,MSFT,MICROSOFT CORP,-0.005777,-0.005777,-0.003570
10107,2013-08-12,MSFT,MICROSOFT CORP,0.005199,0.005199,-0.001153
10107,2013-08-13,MSFT,MICROSOFT CORP,-0.012473,-0.019471,0.002776
10107,2013-08-14,MSFT,MICROSOFT CORP,0.003723,0.003723,-0.005177
10107,2013-08-15,MSFT,MICROSOFT CORP,-0.017311,-0.017311,-0.014282
10107,2013-08-16,MSFT,MICROSOFT CORP,0.000315,0.000315,-0.003305
10107,2013-08-19,MSFT,MICROSOFT CORP,-0.012799,-0.012799,-0.005900
10107,2013-08-20,MSFT,MICROSOFT CORP,0.007231,0.007231,0.003821
10107,2013-08-21,MSFT,MICROSOFT CORP,-0.000316,-0.000316,-0.005780
10107,2013-08-22,MSFT,MICROSOFT CORP,0.024676,0.024676,0.008619
10107,2013-08-23,MSFT,MICROSOFT CORP,0.072862,0.072862,0.003947
10107,2013-08-26,MSFT,MICROSOFT CORP,-0.017266,-0.017266,-0.004040
10107,2013-08-27,MSFT,MICROSOFT CORP,-0.026062,-0.026062,-0.015874
10107,2013-08-28,MSFT,MICROSOFT CORP,-0.007216,-0.007216,0.002748
10107,2013-08-29,MSFT,MICROSOFT CORP,0.016051,0.016051,0.001963
10107,2013-08-30,MSFT,MICROSOFT CORP,-0.004471,-0.004471,-0.003174
10107,2013-09-03,MSFT,MICROSOFT CORP,-0.045509,-0.045509,0.004164
10107,2013-09-04,MSFT,MICROSOFT CORP,-0.021487,-0.021487,0.008117
10107,2013-09-05,MSFT,MICROSOFT CORP,0.001282,0.001282,0.001210
10107,2013-09-06,MSFT,MICROSOFT CORP,-0.002657,-0.002657,0.000054
10107,2013-09-09,MSFT,MICROSOFT CORP,0.016147,0.016147,0.009993
10107,2013-09-10,MSFT,MICROSOFT CORP,0.023219,0.023219,0.007346
10107,2013-09-11,MSFT,MICROSOFT CORP,0.010806,0.010806,0.003052
10107,2013-09-12,MSFT,MICROSOFT CORP,-0.001527,-0.001527,-0.003380
10107,2013-09-13,MSFT,MICROSOFT CORP,0.010401,0.010401,0.002715
10107,2013-09-16,MSFT,MICROSOFT CORP,-0.006933,-0.006933,0.005693
10107,2013-09-17,MSFT,MICROSOFT CORP,0.003933,0.003933,0.004218
10107,2013-09-18,MSFT,MICROSOFT CORP,0.011843,0.011843,0.012178
10107,2013-09-19,MSFT,MICROSOFT CORP,0.009604,0.009604,-0.001843
10107,2013-09-20,MSFT,MICROSOFT CORP,-0.025238,-0.025238,-0.007217
10107,2013-09-23,MSFT,MICROSOFT CORP,-0.001555,-0.001555,-0.004720
10107,2013-09-24,MSFT,MICROSOFT CORP,-0.008705,-0.008705,-0.002597
10107,2013-09-25,MSFT,MICROSOFT CORP,0.001541,0.001541,-0.002739
10107,2013-09-26,MSFT,MICROSOFT CORP,0.008153,0.008153,0.003485
10107,2013-09-27,MSFT,MICROSOFT CORP,0.015258,0.015258,-0.004074
10107,2013-09-30,MSFT,MICROSOFT CORP,0.000301,0.000301,-0.006029
10107,2013-10-01,MSFT,MICROSOFT CORP,0.009015,0.009015,0.007999
10107,2013-10-02,MSFT,MICROSOFT CORP,0.010125,0.010125,-0.000667
10107,2013-10-03,MSFT,MICROSOFT CORP,-0.001769,-0.001769,-0.008979
10107,2013-10-04,MSFT,MICROSOFT CORP,0.000591,0.000591,0.007053
10107,2013-10-07,MSFT,MICROSOFT CORP,-0.017119,-0.017119,-0.008506
10107,2013-10-08,MSFT,MICROSOFT CORP,-0.008709,-0.008709,-0.012332
10107,2013-10-09,MSFT,MICROSOFT CORP,0.001818,0.001818,0.000574
10107,2013-10-10,MSFT,MICROSOFT CORP,0.020865,0.020865,0.021830
10107,2013-10-11,MSFT,MICROSOFT CORP,0.010960,0.010960,0.006286
10107,2013-10-14,MSFT,MICROSOFT CORP,0.009376,0.009376,0.004075
10107,2013-10-15,MSFT,MICROSOFT CORP,0.001161,0.001161,-0.007064
10107,2013-10-16,MSFT,MICROSOFT CORP,0.004349,0.004349,0.013828
10107,2013-10-17,MSFT,MICROSOFT CORP,0.008083,0.008083,0.006744
10107,2013-10-18,MSFT,MICROSOFT CORP,0.001146,0.001146,0.006549
10107,2013-10-21,MSFT,MICROSOFT CORP,0.000858,0.000858,0.000092
10107,2013-10-22,MSFT,MICROSOFT CORP,-0.011718,-0.011718,0.005738
10107,2013-10-23,MSFT,MICROSOFT CORP,-0.023713,-0.023713,-0.004725
10107,2013-10-24,MSFT,MICROSOFT CORP,-0.001185,-0.001185,0.003258
10107,2013-10-25,MSFT,MICROSOFT CORP,0.059608,0.059608,0.004395
10107,2013-10-28,MSFT,MICROSOFT CORP,-0.004478,-0.004478,0.001330
10107,2013-10-29,MSFT,MICROSOFT CORP,-0.001406,-0.001406,0.005584
10107,2013-10-30,MSFT,MICROSOFT CORP,0.000563,0.000563,-0.004876
10107,2013-10-31,MSFT,MICROSOFT CORP,-0.003799,-0.003799,-0.003839
10107,2013-11-01,MSFT,MICROSOFT CORP,0.003389,0.003389,0.002903
10107,2013-11-04,MSFT,MICROSOFT CORP,0.011682,0.011682,0.003571
10107,2013-11-05,MSFT,MICROSOFT CORP,0.019477,0.019477,-0.002806
10107,2013-11-06,MSFT,MICROSOFT CORP,0.042031,0.042031,0.004266
10107,2013-11-07,MSFT,MICROSOFT CORP,-0.017810,-0.017810,-0.013183
10107,2013-11-08,MSFT,MICROSOFT CORP,0.007467,0.007467,0.013428
10107,2013-11-11,MSFT,MICROSOFT CORP,-0.005029,-0.005029,0.000723
10107,2013-11-12,MSFT,MICROSOFT CORP,-0.006119,-0.006119,-0.002370
10107,2013-11-13,MSFT,MICROSOFT CORP,0.021279,0.021279,0.008095
10107,2013-11-14,MSFT,MICROSOFT CORP,-0.003512,-0.003512,0.004837
10107,2013-11-15,MSFT,MICROSOFT CORP,-0.004734,-0.004734,0.004222
10107,2013-11-18,MSFT,MICROSOFT CORP,-0.016939,-0.016939,-0.003698
10107,2013-11-19,MSFT,MICROSOFT CORP,-0.004839,-0.012366,-0.002043
10107,2013-11-20,MSFT,MICROSOFT CORP,0.009254,0.009254,-0.003636
10107,2013-11-21,MSFT,MICROSOFT CORP,0.008630,0.008630,0.008129
10107,2013-11-22,MSFT,MICROSOFT CORP,0.004545,0.004545,0.004961
10107,2013-11-25,MSFT,MICROSOFT CORP,0.001863,0.001863,-0.001263
10107,2013-11-26,MSFT,MICROSOFT CORP,-0.007705,-0.007705,0.000150
10107,2013-11-27,MSFT,MICROSOFT CORP,0.006693,0.006693,0.002485
10107,2013-11-29,MSFT,MICROSOFT CORP,0.014096,0.014096,-0.000786
10107,2013-12-02,MSFT,MICROSOFT CORP,0.008392,0.008392,-0.002719
10107,2013-12-03,MSFT,MICROSOFT CORP,-0.003641,-0.003641,-0.003193
10107,2013-12-04,MSFT,MICROSOFT CORP,0.016445,0.016445,-0.001304
10107,2013-12-05,MSFT,MICROSOFT CORP,-0.024140,-0.024140,-0.004340
10107,2013-12-06,MSFT,MICROSOFT CORP,0.009474,0.009474,0.011238
10107,2013-12-09,MSFT,MICROSOFT CORP,0.008994,0.008994,0.001817
10107,2013-12-10,MSFT,MICROSOFT CORP,-0.015373,-0.015373,-0.003180
10107,2013-12-11,MSFT,MICROSOFT CORP,-0.013120,-0.013120,-0.011317
10107,2013-12-12,MSFT,MICROSOFT CORP,-0.010370,-0.010370,-0.003771
10107,2013-12-13,MSFT,MICROSOFT CORP,-0.014240,-0.014240,-0.000101
10107,2013-12-16,MSFT,MICROSOFT CORP,0.005315,0.005315,0.006320
10107,2013-12-17,MSFT,MICROSOFT CORP,-0.009896,-0.009896,-0.003101
10107,2013-12-18,MSFT,MICROSOFT CORP,0.001643,0.001643,0.016648
10107,2013-12-19,MSFT,MICROSOFT CORP,-0.009021,-0.009021,-0.000580
10107,2013-12-20,MSFT,MICROSOFT CORP,0.015172,0.015172,0.004819
10107,2013-12-23,MSFT,MICROSOFT CORP,-0.004891,-0.004891,0.005318
10107,2013-12-24,MSFT,MICROSOFT CORP,0.012562,0.012562,0.002916
10107,2013-12-26,MSFT,MICROSOFT CORP,0.009709,0.009709,0.004745
10107,2013-12-27,MSFT,MICROSOFT CORP,-0.004006,-0.004006,-0.000337
10107,2013-12-30,MSFT,MICROSOFT CORP,0.000000,0.000000,-0.000179
10107,2013-12-31,MSFT,MICROSOFT CORP,0.003218,0.003218,0.003960
10107,2014-01-02,MSFT,MICROSOFT CORP,-0.006683,-0.006683,-0.008862
10107,2014-01-03,MSFT,MICROSOFT CORP,-0.006728,-0.006728,-0.000333
10107,2014-01-06,MSFT,MICROSOFT CORP,-0.021132,-0.021132,-0.002512
10107,2014-01-07,MSFT,MICROSOFT CORP,0.007750,0.007750,0.006082
10107,2014-01-08,MSFT,MICROSOFT CORP,-0.017852,-0.017852,-0.000212
10107,2014-01-09,MSFT,MICROSOFT CORP,-0.006432,-0.006432,0.000348
10107,2014-01-10,MSFT,MICROSOFT CORP,0.014354,0.014354,0.002307
10107,2014-01-13,MSFT,MICROSOFT CORP,-0.029412,-0.029412,-0.012576
10107,2014-01-14,MSFT,MICROSOFT CORP,0.022870,0.022870,0.010818
10107,2014-01-15,MSFT,MICROSOFT CORP,0.027390,0.027390,0.005166
10107,2014-01-16,MSFT,MICROSOFT CORP,0.003536,0.003536,-0.001347
10107,2014-01-17,MSFT,MICROSOFT CORP,-0.013825,-0.013825,-0.003895
10107,2014-01-21,MSFT,MICROSOFT CORP,-0.005772,-0.005772,0.002774
10107,2014-01-22,MSFT,MICROSOFT CORP,-0.006635,-0.006635,0.000575
10107,2014-01-23,MSFT,MICROSOFT CORP,0.003479,0.003479,-0.008890
10107,2014-01-24,MSFT,MICROSOFT CORP,0.020802,0.020802,-0.020875
10107,2014-01-27,MSFT,MICROSOFT CORP,-0.021057,-0.021057,-0.004876
10107,2014-01-28,MSFT,MICROSOFT CORP,0.006661,0.006661,0.006141
10107,2014-01-29,MSFT,MICROSOFT CORP,0.010753,0.010753,-0.010209
10107,2014-01-30,MSFT,MICROSOFT CORP,0.005456,0.005456,0.011267
10107,2014-01-31,MSFT,MICROSOFT CORP,0.026587,0.026587,-0.006465
10107,2014-02-03,MSFT,MICROSOFT CORP,-0.035941,-0.035941,-0.022832
10107,2014-02-04,MSFT,MICROSOFT CORP,-0.003564,-0.003564,0.007641
10107,2014-02-05,MSFT,MICROSOFT CORP,-0.014580,-0.014580,-0.002028
10107,2014-02-06,MSFT,MICROSOFT CORP,0.010050,0.010050,0.012440
10107,2014-02-07,MSFT,MICROSOFT CORP,0.010503,0.010503,0.013302
10107,2014-02-10,MSFT,MICROSOFT CORP,0.006564,0.006564,0.001569
10107,2014-02-11,MSFT,MICROSOFT CORP,0.010190,0.010190,0.011062
10107,2014-02-12,MSFT,MICROSOFT CORP,0.007935,0.007935,-0.000269
10107,2014-02-13,MSFT,MICROSOFT CORP,0.003736,0.003736,0.005810
10107,2014-02-14,MSFT,MICROSOFT CORP,0.000266,0.000266,0.004809
10107,2014-02-18,MSFT,MICROSOFT CORP,0.002127,-0.005316,0.001158
10107,2014-02-19,MSFT,MICROSOFT CORP,0.002405,0.002405,-0.006524
10107,2014-02-20,MSFT,MICROSOFT CORP,0.006398,0.006398,0.006031
10107,2014-02-21,MSFT,MICROSOFT CORP,0.006093,0.006093,-0.001919
10107,2014-02-24,MSFT,MICROSOFT CORP,-0.007636,-0.007636,0.006187
10107,2014-02-25,MSFT,MICROSOFT CORP,-0.003980,-0.003980,-0.001348
10107,2014-02-26,MSFT,MICROSOFT CORP,-0.001865,-0.001865,0.000022
10107,2014-02-27,MSFT,MICROSOFT CORP,0.010408,0.010408,0.004948
10107,2014-02-28,MSFT,MICROSOFT CORP,0.011886,0.011886,0.002783
10107,2014-03-03,MSFT,MICROSOFT CORP,-0.013835,-0.013835,-0.007379
10107,2014-03-04,MSFT,MICROSOFT CORP,0.016676,0.016676,0.015268
10107,2014-03-05,MSFT,MICROSOFT CORP,-0.007810,-0.007810,-0.000053
10107,2014-03-06,MSFT,MICROSOFT CORP,0.001050,0.001050,0.001718
10107,2014-03-07,MSFT,MICROSOFT CORP,-0.006553,-0.006553,0.000538
10107,2014-03-10,MSFT,MICROSOFT CORP,-0.002111,-0.002111,-0.000463
10107,2014-03-11,MSFT,MICROSOFT CORP,0.005288,0.005288,-0.005082
10107,2014-03-12,MSFT,MICROSOFT CORP,0.006575,0.006575,0.000305
10107,2014-03-13,MSFT,MICROSOFT CORP,-0.009929,-0.009929,-0.011701
10107,2014-03-14,MSFT,MICROSOFT CORP,-0.005014,-0.005014,-0.002822
10107,2014-03-17,MSFT,MICROSOFT CORP,0.009284,0.009284,0.009614
10107,2014-03-18,MSFT,MICROSOFT CORP,0.039422,0.039422,0.007220
10107,2014-03-19,MSFT,MICROSOFT CORP,-0.007080,-0.007080,-0.006132
10107,2014-03-20,MSFT,MICROSOFT CORP,0.026993,0.026993,0.006041
10107,2014-03-21,MSFT,MICROSOFT CORP,-0.004215,-0.004215,-0.002933
10107,2014-03-24,MSFT,MICROSOFT CORP,0.008466,0.008466,-0.004865
10107,2014-03-25,MSFT,MICROSOFT CORP,-0.003951,-0.003951,0.004404
10107,2014-03-26,MSFT,MICROSOFT CORP,-0.013634,-0.013634,-0.007000
10107,2014-03-27,MSFT,MICROSOFT CORP,-0.010807,-0.010807,-0.001900
10107,2014-03-28,MSFT,MICROSOFT CORP,0.023882,0.023882,0.004640
10107,2014-03-31,MSFT,MICROSOFT CORP,0.017122,0.017122,0.007924
10107,2014-04-01,MSFT,MICROSOFT CORP,0.010490,0.010490,0.007039
10107,2014-04-02,MSFT,MICROSOFT CORP,-0.001690,-0.001690,0.002853
10107,2014-04-03,MSFT,MICROSOFT CORP,-0.008222,-0.008222,-0.001126
10107,2014-04-04,MSFT,MICROSOFT CORP,-0.027798,-0.027798,-0.012537
10107,2014-04-07,MSFT,MICROSOFT CORP,-0.001756,-0.001756,-0.010750
10107,2014-04-08,MSFT,MICROSOFT CORP,0.000503,0.000503,0.003751
10107,2014-04-09,MSFT,MICROSOFT CORP,0.016323,0.016323,0.010918
10107,2014-04-10,MSFT,MICROSOFT CORP,-0.027428,-0.027428,-0.020885
10107,2014-04-11,MSFT,MICROSOFT CORP,-0.003836,-0.003836,-0.009487
10107,2014-04-14,MSFT,MICROSOFT CORP,-0.000740,-0.000740,0.008217
10107,2014-04-15,MSFT,MICROSOFT CORP,0.014548,0.014548,0.006757
10107,2014-04-16,MSFT,MICROSOFT CORP,0.016352,0.016352,0.010488
10107,2014-04-17,MSFT,MICROSOFT CORP,-0.009654,-0.009654,0.001364
10107,2014-04-21,MSFT,MICROSOFT CORP,-0.001750,-0.001750,0.003775
10107,2014-04-22,MSFT,MICROSOFT CORP,0.001252,0.001252,0.004092
10107,2014-04-23,MSFT,MICROSOFT CORP,-0.007502,-0.007502,-0.002213
